Season,Team,FT_Result,GHome,GConHome,Win,Draw,Lose,GAway,GConAway,W,D,L,Points,GF,GA,GD,MP
16/17,Atalanta,Home Win,2,1,1,0,0,0,0,3,0,0,3,2,1,1,1
16/17,Bologna,Home Win,2,1,1,0,0,0,0,3,0,0,3,2,1,1,1
16/17,Chievo,Draw,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1
16/17,Milan,Away Win,0,1,0,0,1,0,0,0,0,0,0,0,1,-1,1
16/17,Pescara,Away Win,1,2,0,0,1,0,0,0,0,0,0,1,2,-1,1
16/17,Roma,Home Win,3,2,1,0,0,0,0,3,0,0,3,3,2,1,1
16/17,Empoli,Home Win,2,1,1,0,0,0,0,3,0,0,3,2,1,1,1
16/17,Sampdoria,Away Win,0,1,0,0,1,0,0,0,0,0,0,0,1,-1,1
16/17,Lazio,Home Win,3,0,1,0,0,0,0,3,0,0,3,3,0,3,1
16/17,Napoli,Home Win,3,1,1,0,0,0,0,3,0,0,3,3,1,2,1
16/17,Cagliari,Home Win,3,0,1,0,0,0,0,3,0,0,3,3,0,3,1
16/17,Crotone,Draw,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1
16/17,Fiorentina,Home Win,1,0,1,0,0,0,0,3,0,0,3,1,0,1,1
16/17,Inter,Home Win,2,1,1,0,0,0,0,3,0,0,3,2,1,1,1
16/17,Sassuolo,Home Win,2,0,1,0,0,0,0,3,0,0,3,2,0,2,1
16/17,Torino,Draw,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
16/17,Udinese,Away Win,1,2,0,0,1,0,0,0,0,0,0,1,2,-1,1
16/17,Milan,Home Win,2,0,1,0,0,0,0,3,0,0,3,2,0,2,1
16/17,Atalanta,Away Win,0,1,0,0,1,0,0,0,0,0,0,0,1,-1,1
16/17,Bologna,Home Win,2,0,1,0,0,0,0,3,0,0,3,2,0,2,1
16/17,Chievo,Home Win,2,1,1,0,0,0,0,3,0,0,3,2,1,1,1
16/17,Empoli,Away Win,0,2,0,0,1,0,0,0,0,0,0,0,2,-2,1
16/17,Genoa,Draw,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
16/17,Juventus,Home Win,4,0,1,0,0,0,0,3,0,0,3,4,0,4,1
16/17,Pescara,Draw,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
16/17,Roma,Home Win,4,0,1,0,0,0,0,3,0,0,3,4,0,4,1
16/17,Udinese,Draw,2,2,0,1,0,0,0,0,1,0,1,2,2,0,1
16/17,Napoli,Home Win,2,0,1,0,0,0,0,3,0,0,3,2,0,2,1
16/17,Palermo,Away Win,0,1,0,0,1,0,0,0,0,0,0,0,1,-1,1
16/17,Fiorentina,Draw,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
16/17,Genoa,Draw,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1
16/17,Inter,Draw,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1
16/17,Lazio,Home Win,2,0,1,0,0,0,0,3,0,0,3,2,0,2,1
16/17,Sassuolo,Home Win,1,0,1,0,0,0,0,3,0,0,3,1,0,1,1
16/17,Torino,Home Win,3,1,1,0,0,0,0,3,0,0,3,3,1,2,1
16/17,Cagliari,Home Win,2,1,1,0,0,0,0,3,0,0,3,2,1,1,1
16/17,Crotone,Away Win,1,3,0,0,1,0,0,0,0,0,0,1,3,-2,1
16/17,Pescara,Away Win,0,2,0,0,1,0,0,0,0,0,0,0,2,-2,1
16/17,Udinese,Away Win,0,3,0,0,1,0,0,0,0,0,0,0,3,-3,1
16/17,Atalanta,Home Win,1,0,1,0,0,0,0,3,0,0,3,1,0,1,1
16/17,Bologna,Away Win,0,1,0,0,1,0,0,0,0,0,0,0,1,-1,1
16/17,Cagliari,Home Win,2,1,1,0,0,0,0,3,0,0,3,2,1,1,1
16/17,Empoli,Away Win,0,3,0,0,1,0,0,0,0,0,0,0,3,-3,1
16/17,Milan,Home Win,4,3,1,0,0,0,0,3,0,0,3,4,3,1,1
16/17,Roma,Home Win,2,1,1,0,0,0,0,3,0,0,3,2,1,1,1
16/17,Sampdoria,Draw,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1
16/17,Torino,Home Win,2,1,1,0,0,0,0,3,0,0,3,2,1,1,1
16/17,Juventus,Home Win,2,1,1,0,0,0,0,3,0,0,3,2,1,1,1
16/17,Napoli,Away Win,1,3,0,0,1,0,0,0,0,0,0,1,3,-2,1
16/17,Pescara,Draw,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1
16/17,Chievo,Away Win,1,3,0,0,1,0,0,0,0,0,0,1,3,-2,1
16/17,Fiorentina,Draw,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
16/17,Genoa,Draw,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
16/17,Inter,Away Win,1,2,0,0,1,0,0,0,0,0,0,1,2,-1,1
16/17,Lazio,Draw,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1
16/17,Sassuolo,Home Win,2,1,1,0,0,0,0,3,0,0,3,2,1,1,1
16/17,Palermo,Away Win,1,4,0,0,1,0,0,0,0,0,0,1,4,-3,1
16/17,Milan,Home Win,1,0,1,0,0,0,0,3,0,0,3,1,0,1,1
16/17,Sampdoria,Home Win,2,1,1,0,0,0,0,3,0,0,3,2,1,1,1
16/17,Atalanta,Home Win,2,1,1,0,0,0,0,3,0,0,3,2,1,1,1
16/17,Bologna,Draw,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1
16/17,Cagliari,Away Win,3,5,0,0,1,0,0,0,0,0,0,3,5,-2,1
16/17,Crotone,Away Win,1,2,0,0,1,0,0,0,0,0,0,1,2,-1,1
16/17,Empoli,Draw,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
16/17,Roma,Home Win,4,1,1,0,0,0,0,3,0,0,3,4,1,3,1
16/17,Torino,Draw,2,2,0,1,0,0,0,0,1,0,1,2,2,0,1
16/17,Udinese,Home Win,3,1,1,0,0,0,0,3,0,0,3,3,1,2,1
16/17,Genoa,Home Win,3,0,1,0,0,0,0,3,0,0,3,3,0,3,1
16/17,Chievo,Draw,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1
16/17,Fiorentina,Draw,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1
16/17,Inter,Home Win,2,1,1,0,0,0,0,3,0,0,3,2,1,1,1
16/17,Juventus,Home Win,4,1,1,0,0,0,0,3,0,0,3,4,1,3,1
16/17,Lazio,Home Win,4,1,1,0,0,0,0,3,0,0,3,4,1,3,1
16/17,Napoli,Home Win,2,0,1,0,0,0,0,3,0,0,3,2,0,2,1
16/17,Pescara,Away Win,0,1,0,0,1,0,0,0,0,0,0,0,1,-1,1
16/17,Sassuolo,Away Win,1,3,0,0,1,0,0,0,0,0,0,1,3,-2,1
16/17,Palermo,Away Win,1,3,0,0,1,0,0,0,0,0,0,1,3,-2,1
16/17,Bologna,Away Win,0,1,0,0,1,0,0,0,0,0,0,0,1,-1,1
16/17,Juventus,Home Win,2,1,1,0,0,0,0,3,0,0,3,2,1,1,1
16/17,Atalanta,Home Win,3,0,1,0,0,0,0,3,0,0,3,3,0,3,1
16/17,Crotone,Home Win,2,0,1,0,0,0,0,3,0,0,3,2,0,2,1
16/17,Empoli,Draw,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
16/17,Lazio,Home Win,2,1,1,0,0,0,0,3,0,0,3,2,1,1,1
16/17,Milan,Home Win,1,0,1,0,0,0,0,3,0,0,3,1,0,1,1
16/17,Sampdoria,Home Win,1,0,1,0,0,0,0,3,0,0,3,1,0,1,1
16/17,Cagliari,Home Win,2,1,1,0,0,0,0,3,0,0,3,2,1,1,1
16/17,Udinese,Draw,2,2,0,1,0,0,0,0,1,0,1,2,2,0,1
16/17,Napoli,Draw,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1
16/17,Torino,Home Win,5,1,1,0,0,0,0,3,0,0,3,5,1,4,1
16/17,Chievo,Away Win,1,2,0,0,1,0,0,0,0,0,0,1,2,-1,1
16/17,Fiorentina,Draw,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1
16/17,Genoa,Draw,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1
16/17,Inter,Home Win,3,0,1,0,0,0,0,3,0,0,3,3,0,3,1
16/17,Palermo,Away Win,1,2,0,0,1,0,0,0,0,0,0,1,2,-1,1
16/17,Pescara,Away Win,0,4,0,0,1,0,0,0,0,0,0,0,4,-4,1
16/17,Roma,Home Win,3,0,1,0,0,0,0,3,0,0,3,3,0,3,1
16/17,Sassuolo,Away Win,0,3,0,0,1,0,0,0,0,0,0,0,3,-3,1
16/17,Chievo,Home Win,1,0,1,0,0,0,0,3,0,0,3,1,0,1,1
16/17,Juventus,Home Win,3,0,1,0,0,0,0,3,0,0,3,3,0,3,1
16/17,Udinese,Away Win,1,2,0,0,1,0,0,0,0,0,0,1,2,-1,1
16/17,Atalanta,Home Win,2,1,1,0,0,0,0,3,0,0,3,2,1,1,1
16/17,Bologna,Home Win,3,1,1,0,0,0,0,3,0,0,3,3,1,2,1
16/17,Crotone,Away Win,0,2,0,0,1,0,0,0,0,0,0,0,2,-2,1
16/17,Empoli,Away Win,0,4,0,0,1,0,0,0,0,0,0,0,4,-4,1
16/17,Lazio,Home Win,3,1,1,0,0,0,0,3,0,0,3,3,1,2,1
16/17,Milan,Draw,2,2,0,1,0,0,0,0,1,0,1,2,2,0,1
16/17,Sampdoria,Home Win,3,2,1,0,0,0,0,3,0,0,3,3,2,1,1
16/17,Empoli,Away Win,1,4,0,0,1,0,0,0,0,0,0,1,4,-3,1
16/17,Torino,Home Win,2,1,1,0,0,0,0,3,0,0,3,2,1,1,1
16/17,Bologna,Away Win,0,2,0,0,1,0,0,0,0,0,0,0,2,-2,1
16/17,Cagliari,Home Win,2,1,1,0,0,0,0,3,0,0,3,2,1,1,1
16/17,Crotone,Draw,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1
16/17,Genoa,Home Win,3,1,1,0,0,0,0,3,0,0,3,3,1,2,1
16/17,Palermo,Away Win,0,1,0,0,1,0,0,0,0,0,0,0,1,-1,1
16/17,Roma,Home Win,3,2,1,0,0,0,0,3,0,0,3,3,2,1,1
16/17,Inter,Home Win,4,2,1,0,0,0,0,3,0,0,3,4,2,2,1
16/17,Napoli,Draw,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1
16/17,Napoli,Home Win,3,0,1,0,0,0,0,3,0,0,3,3,0,3,1
16/17,Juventus,Home Win,3,1,1,0,0,0,0,3,0,0,3,3,1,2,1
16/17,Fiorentina,Home Win,2,1,1,0,0,0,0,3,0,0,3,2,1,1,1
16/17,Lazio,Away Win,0,2,0,0,1,0,0,0,0,0,0,0,2,-2,1
16/17,Milan,Home Win,2,1,1,0,0,0,0,3,0,0,3,2,1,1,1
16/17,Pescara,Draw,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1
16/17,Sampdoria,Home Win,2,0,1,0,0,0,0,3,0,0,3,2,0,2,1
16/17,Sassuolo,Home Win,3,0,1,0,0,0,0,3,0,0,3,3,0,3,1
16/17,Chievo,Draw,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
16/17,Udinese,Home Win,1,0,1,0,0,0,0,3,0,0,3,1,0,1,1
16/17,Crotone,Home Win,2,1,1,0,0,0,0,3,0,0,3,2,1,1,1
16/17,Sampdoria,Away Win,1,2,0,0,1,0,0,0,0,0,0,1,2,-1,1
16/17,Atalanta,Away Win,1,3,0,0,1,0,0,0,0,0,0,1,3,-2,1
16/17,Bologna,Draw,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
16/17,Cagliari,Away Win,0,5,0,0,1,0,0,0,0,0,0,0,5,-5,1
16/17,Inter,Home Win,2,0,1,0,0,0,0,3,0,0,3,2,0,2,1
16/17,Palermo,Away Win,0,2,0,0,1,0,0,0,0,0,0,0,2,-2,1
16/17,Torino,Away Win,1,3,0,0,1,0,0,0,0,0,0,1,3,-2,1
16/17,Fiorentina,Home Win,2,1,1,0,0,0,0,3,0,0,3,2,1,1,1
16/17,Roma,Home Win,1,0,1,0,0,0,0,3,0,0,3,1,0,1,1
16/17,Genoa,Home Win,1,0,1,0,0,0,0,3,0,0,3,1,0,1,1
16/17,Empoli,Home Win,2,0,1,0,0,0,0,3,0,0,3,2,0,2,1
16/17,Juventus,Home Win,1,0,1,0,0,0,0,3,0,0,3,1,0,1,1
16/17,Milan,Draw,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
16/17,Chievo,Home Win,2,1,1,0,0,0,0,3,0,0,3,2,1,1,1
16/17,Genoa,Away Win,3,4,0,0,1,0,0,0,0,0,0,3,4,-1,1
16/17,Lazio,Home Win,3,1,1,0,0,0,0,3,0,0,3,3,1,2,1
16/17,Napoli,Home Win,5,3,1,0,0,0,0,3,0,0,3,5,3,2,1
16/17,Pescara,Away Win,0,3,0,0,1,0,0,0,0,0,0,0,3,-3,1
16/17,Sassuolo,Away Win,0,1,0,0,1,0,0,0,0,0,0,0,1,-1,1
16/17,Udinese,Home Win,2,0,1,0,0,0,0,3,0,0,3,2,0,2,1
16/17,Atalanta,Home Win,2,1,1,0,0,0,0,3,0,0,3,2,1,1,1
16/17,Inter,Home Win,3,0,1,0,0,0,0,3,0,0,3,3,0,3,1
16/17,Cagliari,Home Win,4,3,1,0,0,0,0,3,0,0,3,4,3,1,1
16/17,Fiorentina,Draw,3,3,0,1,0,0,0,0,1,0,1,3,3,0,1
16/17,Palermo,Draw,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1
16/17,Roma,Home Win,3,1,1,0,0,0,0,3,0,0,3,3,1,2,1
16/17,Sampdoria,Draw,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
16/17,Torino,Home Win,1,0,1,0,0,0,0,3,0,0,3,1,0,1,1
16/17,Empoli,Home Win,1,0,1,0,0,0,0,3,0,0,3,1,0,1,1
16/17,Napoli,Home Win,2,1,1,0,0,0,0,3,0,0,3,2,1,1,1
16/17,Chievo,Away Win,1,4,0,0,1,0,0,0,0,0,0,1,4,-3,1
16/17,Genoa,Away Win,0,1,0,0,1,0,0,0,0,0,0,0,1,-1,1
16/17,Juventus,Home Win,3,0,1,0,0,0,0,3,0,0,3,3,0,3,1
16/17,Lazio,Home Win,1,0,1,0,0,0,0,3,0,0,3,1,0,1,1
16/17,Milan,Home Win,1,0,1,0,0,0,0,3,0,0,3,1,0,1,1
16/17,Sassuolo,Draw,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
16/17,Udinese,Away Win,1,2,0,0,1,0,0,0,0,0,0,1,2,-1,1
16/17,Crotone,Away Win,0,1,0,0,1,0,0,0,0,0,0,0,1,-1,1
16/17,Inter,Home Win,3,1,1,0,0,0,0,3,0,0,3,3,1,2,1
16/17,Cagliari,Home Win,4,1,1,0,0,0,0,3,0,0,3,4,1,3,1
16/17,Fiorentina,Home Win,2,1,1,0,0,0,0,3,0,0,3,2,1,1,1
16/17,Lazio,Home Win,2,1,1,0,0,0,0,3,0,0,3,2,1,1,1
16/17,Napoli,Home Win,3,1,1,0,0,0,0,3,0,0,3,3,1,2,1
16/17,Sampdoria,Draw,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
16/17,Sassuolo,Home Win,4,1,1,0,0,0,0,3,0,0,3,4,1,3,1
16/17,Udinese,Away Win,0,1,0,0,1,0,0,0,0,0,0,0,1,-1,1
16/17,Torino,Draw,2,2,0,1,0,0,0,0,1,0,1,2,2,0,1
16/17,Chievo,Away Win,0,3,0,0,1,0,0,0,0,0,0,0,3,-3,1
16/17,Milan,Away Win,1,2,0,0,1,0,0,0,0,0,0,1,2,-1,1
16/17,Atalanta,Home Win,1,0,1,0,0,0,0,3,0,0,3,1,0,1,1
16/17,Bologna,Home Win,2,0,1,0,0,0,0,3,0,0,3,2,0,2,1
16/17,Empoli,Home Win,1,0,1,0,0,0,0,3,0,0,3,1,0,1,1
16/17,Genoa,Draw,2,2,0,1,0,0,0,0,1,0,1,2,2,0,1
16/17,Juventus,Home Win,2,0,1,0,0,0,0,3,0,0,3,2,0,2,1
16/17,Palermo,Away Win,0,1,0,0,1,0,0,0,0,0,0,0,1,-1,1
16/17,Pescara,Away Win,1,3,0,0,1,0,0,0,0,0,0,1,3,-2,1
16/17,Roma,Home Win,1,0,1,0,0,0,0,3,0,0,3,1,0,1,1
16/17,Inter,Home Win,3,0,1,0,0,0,0,3,0,0,3,3,0,3,1
16/17,Lazio,Away Win,0,1,0,0,1,0,0,0,0,0,0,0,1,-1,1
16/17,Cagliari,Draw,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1
16/17,Crotone,Home Win,4,1,1,0,0,0,0,3,0,0,3,4,1,3,1
16/17,Fiorentina,Draw,3,3,0,1,0,0,0,0,1,0,1,3,3,0,1
16/17,Napoli,Draw,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1
16/17,Sampdoria,Home Win,3,2,1,0,0,0,0,3,0,0,3,3,2,1,1
16/17,Sassuolo,Away Win,0,2,0,0,1,0,0,0,0,0,0,0,2,-2,1
16/17,Torino,Draw,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1
16/17,Udinese,Home Win,2,1,1,0,0,0,0,3,0,0,3,2,1,1,1
16/17,Pescara,Away Win,1,2,0,0,1,0,0,0,0,0,0,1,2,-1,1
16/17,Bologna,Away Win,1,7,0,0,1,0,0,0,0,0,0,1,7,-6,1
16/17,Atalanta,Home Win,2,0,1,0,0,0,0,3,0,0,3,2,0,2,1
16/17,Chievo,Draw,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
16/17,Empoli,Draw,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1
16/17,Genoa,Away Win,0,1,0,0,1,0,0,0,0,0,0,0,1,-1,1
16/17,Juventus,Home Win,1,0,1,0,0,0,0,3,0,0,3,1,0,1,1
16/17,Milan,Away Win,0,1,0,0,1,0,0,0,0,0,0,0,1,-1,1
16/17,Palermo,Home Win,1,0,1,0,0,0,0,3,0,0,3,1,0,1,1
16/17,Pescara,Away Win,2,6,0,0,1,0,0,0,0,0,0,2,6,-4,1
16/17,Roma,Home Win,4,0,1,0,0,0,0,3,0,0,3,4,0,4,1
16/17,Bologna,Away Win,0,1,0,0,1,0,0,0,0,0,0,0,1,-1,1
16/17,Crotone,Away Win,0,2,0,0,1,0,0,0,0,0,0,0,2,-2,1
16/17,Napoli,Home Win,2,0,1,0,0,0,0,3,0,0,3,2,0,2,1
16/17,Fiorentina,Home Win,3,0,1,0,0,0,0,3,0,0,3,3,0,3,1
16/17,Cagliari,Away Win,0,2,0,0,1,0,0,0,0,0,0,0,2,-2,1
16/17,Crotone,Away Win,0,2,0,0,1,0,0,0,0,0,0,0,2,-2,1
16/17,Inter,Home Win,2,0,1,0,0,0,0,3,0,0,3,2,0,2,1
16/17,Palermo,Away Win,1,3,0,0,1,0,0,0,0,0,0,1,3,-2,1
16/17,Sampdoria,Home Win,3,1,1,0,0,0,0,3,0,0,3,3,1,2,1
16/17,Sassuolo,Away Win,1,3,0,0,1,0,0,0,0,0,0,1,3,-2,1
16/17,Torino,Home Win,5,3,1,0,0,0,0,3,0,0,3,5,3,2,1
16/17,Lazio,Draw,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1
16/17,Juventus,Home Win,4,1,1,0,0,0,0,3,0,0,3,4,1,3,1
16/17,Atalanta,Home Win,1,0,1,0,0,0,0,3,0,0,3,1,0,1,1
16/17,Empoli,Away Win,1,2,0,0,1,0,0,0,0,0,0,1,2,-1,1
16/17,Bologna,Away Win,0,1,0,0,1,0,0,0,0,0,0,0,1,-1,1
16/17,Chievo,Away Win,1,3,0,0,1,0,0,0,0,0,0,1,3,-2,1
16/17,Milan,Home Win,2,1,1,0,0,0,0,3,0,0,3,2,1,1,1
16/17,Pescara,Home Win,5,0,1,0,0,0,0,3,0,0,3,5,0,5,1
16/17,Roma,Home Win,4,1,1,0,0,0,0,3,0,0,3,4,1,3,1
16/17,Sampdoria,Draw,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1
16/17,Udinese,Away Win,1,2,0,0,1,0,0,0,0,0,0,1,2,-1,1
16/17,Juventus,Home Win,2,0,1,0,0,0,0,3,0,0,3,2,0,2,1
16/17,Napoli,Away Win,0,2,0,0,1,0,0,0,0,0,0,0,2,-2,1
16/17,Chievo,Home Win,2,0,1,0,0,0,0,3,0,0,3,2,0,2,1
16/17,Crotone,Away Win,1,2,0,0,1,0,0,0,0,0,0,1,2,-1,1
16/17,Genoa,Draw,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1
16/17,Inter,Away Win,1,3,0,0,1,0,0,0,0,0,0,1,3,-2,1
16/17,Lazio,Home Win,1,0,1,0,0,0,0,3,0,0,3,1,0,1,1
16/17,Palermo,Draw,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1
16/17,Sassuolo,Away Win,0,1,0,0,1,0,0,0,0,0,0,0,1,-1,1
16/17,Fiorentina,Draw,2,2,0,1,0,0,0,0,1,0,1,2,2,0,1
16/17,Milan,Home Win,3,1,1,0,0,0,0,3,0,0,3,3,1,2,1
16/17,Roma,Away Win,1,2,0,0,1,0,0,0,0,0,0,1,2,-1,1
16/17,Sampdoria,Home Win,3,1,1,0,0,0,0,3,0,0,3,3,1,2,1
16/17,Atalanta,Draw,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
16/17,Bologna,Away Win,0,2,0,0,1,0,0,0,0,0,0,0,2,-2,1
16/17,Cagliari,Away Win,1,5,0,0,1,0,0,0,0,0,0,1,5,-4,1
16/17,Crotone,Draw,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
16/17,Empoli,Away Win,0,2,0,0,1,0,0,0,0,0,0,0,2,-2,1
16/17,Torino,Home Win,3,1,1,0,0,0,0,3,0,0,3,3,1,2,1
16/17,Udinese,Draw,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1
16/17,Juventus,Home Win,2,1,1,0,0,0,0,3,0,0,3,2,1,1,1
16/17,Genoa,Away Win,0,1,0,0,1,0,0,0,0,0,0,0,1,-1,1
16/17,Chievo,Home Win,4,0,1,0,0,0,0,3,0,0,3,4,0,4,1
16/17,Fiorentina,Home Win,1,0,1,0,0,0,0,3,0,0,3,1,0,1,1
16/17,Inter,Home Win,7,1,1,0,0,0,0,3,0,0,3,7,1,6,1
16/17,Napoli,Home Win,3,0,1,0,0,0,0,3,0,0,3,3,0,3,1
16/17,Palermo,Away Win,0,3,0,0,1,0,0,0,0,0,0,0,3,-3,1
16/17,Pescara,Away Win,1,3,0,0,1,0,0,0,0,0,0,1,3,-2,1
16/17,Sassuolo,Away Win,0,1,0,0,1,0,0,0,0,0,0,0,1,-1,1
16/17,Lazio,Home Win,3,1,1,0,0,0,0,3,0,0,3,3,1,2,1
16/17,Milan,Home Win,1,0,1,0,0,0,0,3,0,0,3,1,0,1,1
16/17,Torino,Draw,2,2,0,1,0,0,0,0,1,0,1,2,2,0,1
16/17,Atalanta,Home Win,3,0,1,0,0,0,0,3,0,0,3,3,0,3,1
16/17,Bologna,Home Win,4,1,1,0,0,0,0,3,0,0,3,4,1,3,1
16/17,Cagliari,Draw,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
16/17,Crotone,Away Win,0,1,0,0,1,0,0,0,0,0,0,0,1,-1,1
16/17,Empoli,Away Win,2,3,0,0,1,0,0,0,0,0,0,2,3,-1,1
16/17,Roma,Home Win,3,1,1,0,0,0,0,3,0,0,3,3,1,2,1
16/17,Sampdoria,Away Win,0,1,0,0,1,0,0,0,0,0,0,0,1,-1,1
16/17,Udinese,Home Win,4,1,1,0,0,0,0,3,0,0,3,4,1,3,1
16/17,Roma,Home Win,2,0,1,0,0,0,0,3,0,0,3,2,0,2,1
16/17,Sassuolo,Away Win,1,2,0,0,1,0,0,0,0,0,0,1,2,-1,1
16/17,Chievo,Away Win,1,2,0,0,1,0,0,0,0,0,0,1,2,-1,1
16/17,Fiorentina,Home Win,1,0,1,0,0,0,0,3,0,0,3,1,0,1,1
16/17,Genoa,Away Win,0,5,0,0,1,0,0,0,0,0,0,0,5,-5,1
16/17,Napoli,Draw,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1
16/17,Palermo,Away Win,1,3,0,0,1,0,0,0,0,0,0,1,3,-2,1
16/17,Pescara,Draw,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1
16/17,Torino,Draw,2,2,0,1,0,0,0,0,1,0,1,2,2,0,1
16/17,Inter,Away Win,1,2,0,0,1,0,0,0,0,0,0,1,2,-1,1
16/17,Atalanta,Draw,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1
16/17,Empoli,Draw,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1
16/17,Juventus,Home Win,2,0,1,0,0,0,0,3,0,0,3,2,0,2,1
16/17,Bologna,Away Win,0,3,0,0,1,0,0,0,0,0,0,0,3,-3,1
16/17,Cagliari,Away Win,2,3,0,0,1,0,0,0,0,0,0,2,3,-1,1
16/17,Crotone,Home Win,2,1,1,0,0,0,0,3,0,0,3,2,1,1,1
16/17,Lazio,Away Win,0,3,0,0,1,0,0,0,0,0,0,0,3,-3,1
16/17,Milan,Home Win,4,0,1,0,0,0,0,3,0,0,3,4,0,4,1
16/17,Sampdoria,Draw,2,2,0,1,0,0,0,0,1,0,1,2,2,0,1
16/17,Udinese,Home Win,3,0,1,0,0,0,0,3,0,0,3,3,0,3,1
16/17,Cagliari,Home Win,4,0,1,0,0,0,0,3,0,0,3,4,0,4,1
16/17,Fiorentina,Away Win,1,2,0,0,1,0,0,0,0,0,0,1,2,-1,1
16/17,Genoa,Draw,2,2,0,1,0,0,0,0,1,0,1,2,2,0,1
16/17,Inter,Draw,2,2,0,1,0,0,0,0,1,0,1,2,2,0,1
16/17,Napoli,Home Win,3,0,1,0,0,0,0,3,0,0,3,3,0,3,1
16/17,Palermo,Draw,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
16/17,Pescara,Away Win,0,2,0,0,1,0,0,0,0,0,0,0,2,-2,1
16/17,Roma,Draw,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1
16/17,Sassuolo,Home Win,2,1,1,0,0,0,0,3,0,0,3,2,1,1,1
16/17,Torino,Draw,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1
16/17,Atalanta,Home Win,3,2,1,0,0,0,0,3,0,0,3,3,2,1,1
16/17,Fiorentina,Home Win,5,4,1,0,0,0,0,3,0,0,3,5,4,1,1
16/17,Chievo,Away Win,1,3,0,0,1,0,0,0,0,0,0,1,3,-2,1
16/17,Juventus,Home Win,4,0,1,0,0,0,0,3,0,0,3,4,0,4,1
16/17,Lazio,Home Win,6,2,1,0,0,0,0,3,0,0,3,6,2,4,1
16/17,Milan,Away Win,1,2,0,0,1,0,0,0,0,0,0,1,2,-1,1
16/17,Sampdoria,Away Win,1,2,0,0,1,0,0,0,0,0,0,1,2,-1,1
16/17,Sassuolo,Draw,2,2,0,1,0,0,0,0,1,0,1,2,2,0,1
16/17,Udinese,Home Win,2,1,1,0,0,0,0,3,0,0,3,2,1,1,1
16/17,Pescara,Away Win,1,4,0,0,1,0,0,0,0,0,0,1,4,-3,1
16/17,Atalanta,Draw,2,2,0,1,0,0,0,0,1,0,1,2,2,0,1
16/17,Torino,Draw,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1
16/17,Bologna,Home Win,4,0,1,0,0,0,0,3,0,0,3,4,0,4,1
16/17,Cagliari,Home Win,1,0,1,0,0,0,0,3,0,0,3,1,0,1,1
16/17,Crotone,Draw,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1
16/17,Empoli,Away Win,1,3,0,0,1,0,0,0,0,0,0,1,3,-2,1
